name,ob_start,ob_end,inst,type,mjd_trans,mjd_err,flux_crab,flux_err,Lx_bol,Lx_err,ledd_ratio,M,M_err,Rs_km
GX 339-4,53068.0,53484.0,asm,rise_h2s,53226.0,4.522729732649785,0.1252423051185823,0.024477802517571257,5.286848845625187e+37,1.0332805824751796e+37,0.07111714885156291,5.9,3.6,17.428645645297486
GX 339-4,53068.0,53484.0,asm,decay_s2h,53477.0,1.9736690026034875,0.034698349957201696,0.009760885284048993,1.4647201777597484e+37,4.120358935217148e+36,0.01970298867042976,5.9,3.6,17.428645645297486
GX 339-4,54070.0,54246.0,asm,rise_h2s,54141.0,0.4044852696122979,0.46116984367630764,0.01891501439918972,1.9467345745263562e+38,7.984588110755135e+36,0.2618690576441157,5.9,3.6,17.428645645297486
GX 339-4,55200.0,55604.0,maxi,rise_h2s,55302.0,1.6478942792411035,0.434179054054054,0.019664277896500854,2.1993581436051685e+38,9.961049324226479e+36,0.2958512434228099,5.9,3.6,17.428645645297486
GX 339-4,55200.0,55604.0,maxi,decay_s2h,55597.0,1.5399129027055862,0.03222108108108105,0.004441439524894868,1.6321767807485126e+37,2.2498358907915606e+36,0.021955566057956857,5.9,3.6,17.428645645297486
GX 339-4,55200.0,55604.0,asm,rise_h2s,55298.0,0.3794147540035252,0.3411321640553176,0.018365005993396445,1.4400199565425349e+38,7.752413263565992e+36,0.19370728498016343,5.9,3.6,17.428645645297486
GX 339-4,56952.0,57270.0,maxi,rise_h2s,57040.0,0.0,0.3285471621621622,1.1102230246251565e-16,1.6642739208919986e+38,5.623896472268112e+22,0.22387327426580558,5.9,3.6,17.428645645297486
GX 339-4,56952.0,57270.0,maxi,decay_s2h,57254.0,1.9250978797770435,0.042703648648648604,0.004002370003256562,2.163177070383647e+37,2.0274227828796785e+36,0.029098427096901358,5.9,3.6,17.428645645297486
GX 339-4,58740.0,58956.0,maxi,rise_h2s,58843.0,0.28606040543136263,0.444212027027027,0.0037172289895348945,2.2501807261471894e+38,1.8829830166705724e+36,0.3026877490109214,5.9,3.6,17.428645645297486
GX 339-4,58740.0,58956.0,maxi,decay_s2h,58946.0,1.319058540365542,0.01908608108108105,0.004677094963127738,9.668160511943564e+36,2.369208463540725e+36,0.01300532756516487,5.9,3.6,17.428645645297486
GX 339-4,59244.0,59486.0,maxi,rise_h2s,59302.0,0.6045292015738822,0.2413571621621621,0.011844305719165523,1.2226081271361785e+38,5.999798929856445e+36,0.16446167973314213,5.9,3.6,17.428645645297486
GX 339-4,60256.0,60440.0,maxi,rise_h2s,60338.0,0.40247843282452894,0.22467864864864862,0.012517514372662136,1.1381221894184e+38,6.340816517091069e+36,0.1530968777802529,5.9,3.6,17.428645645297486
GX 339-4,60256.0,60440.0,maxi,decay_s2h,60419.0,6.755348582549853,0.06125459459459455,0.009430451889832317,3.102885553711726e+37,4.7770478488345674e+36,0.04173911156459142,5.9,3.6,17.428645645297486
GX 339-4,60486.0,60662.0,maxi,rise_h2s,60502.5,6.091482897364885,0.09814932432432424,0.02515866503029163,4.97180860583783e+37,1.2744261681890738e+37,0.06687931942208541,5.9,3.6,17.428645645297486
GX 339-4,60486.0,60662.0,maxi,decay_s2h,60662.0,2.6806339861965935,0.03443689189189185,0.006591681124925748,1.7444199096130017e+37,3.3390527310764817e+36,0.023465427893637366,5.9,3.6,17.428645645297486
MAXI J1820+070,58188.0,58405.0,maxi,rise_h2s,58304.999965,0.0,1.544352972972973,2.220446049250313e-16,9.714009100724427e+37,1.3966647202784658e+22,0.09091428104152093,8.48,0.79,25.049985605444522
MAXI J1820+070,58188.0,58405.0,maxi,decay_s2h,58387.999965,0.49355850717012273,0.3369174324324324,0.026952096225935817,2.1192169550080125e+37,1.695291896374799e+36,0.0198339412530699,8.48,0.79,25.049985605444522
XTE J1550-564,51064.0,51304.0,asm,rise_h2s,51068.0,0.0,1.207467620992141,2.220446049250313e-16,1.398518179046806e+38,2.5717742749223037e+22,0.12197088601489675,9.1,0.6,26.881470402069
XTE J1550-564,51638.0,51696.0,asm,rise_h2s,51660.0,0.11469767022723502,0.40125654839182157,0.010637192851187723,4.647450313627824e+37,1.232025382526558e+36,0.040532446482014865,9.1,0.6,26.881470402069
XTE J1550-564,51638.0,51696.0,asm,decay_s2h,51683.0,0.9873583554512106,0.13971744520524926,0.022608294247629196,1.6182412153542033e+37,2.6185472763707803e+36,0.01411338928444273,9.1,0.6,26.881470402069
GRO J1655-40,50154.0,50676.0,asm,decay_s2h,50279.0,0.057638721552635275,2.9957113601216863,0.0010164233552130992,1.835216023017431e+38,6.226756197167295e+34,0.2697260468867477,5.4,0.3,15.951641777051934
GRO J1655-40,50154.0,50676.0,asm,rise_h2s,50284.0,0.099498743710662,2.8281793817784635,0.01831390849649503,1.7325835147203694e+38,1.1219364710583301e+36,0.25464190398594494,5.4,0.3,15.951641777051934
GRO J1655-40,50154.0,50676.0,asm,decay_s2h,50675.0,0.1775828814710445,0.07782426999044045,0.004212705428974027,4.767627120801432e+36,2.580764157195576e+35,0.007007094533805749,5.4,0.3,15.951641777051934
GRO J1655-40,53434.0,53634.0,asm,rise_h2s,53439.0,0.36367131354885107,0.16270946890366283,0.14646929042575577,9.967816940031537e+36,8.97292016339057e+36,0.014649936713744174,5.4,0.3,15.951641777051934
4U 1543-47,59376.0,59562.0,maxi,decay_s2h,59379.0,0.05763872155263527,7.796379594594594,0.03564730604357423,3.148357334487497e+39,1.4395201782481103e+37,2.65818755022585,9.4,1.0,27.767672723016332
4U 1543-47,59376.0,59562.0,maxi,rise_h2s,59389.0,1.7499611106790027,3.7909444594594595,0.27500307780596916,1.5308705340423528e+39,1.1105256568283861e+38,1.2925283131056677,9.4,1.0,27.767672723016332
XTE J1859+226,51460.0,51580.0,asm,rise_h2s,51463.0,0.0,0.3134811270995666,5.551115123125783e-17,1.2002691477244813e+38,2.1254332850597544e+22,0.12134962569249634,7.85,0.46,23.18896073145513
XTE J1118+480,51548.0,51564.0,asm,decay_s2h,51549.0,3.2511997756440745,0.039039713553961,0.009009932792771043,6.749812898864925e+35,1.5577819365527004e+35,0.0007142659152238016,7.5,0.6,22.155058023683242
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,55380.0,1.6232246607017782,0.8021864864864865,0.03148332631795019,2.838244506729515e+37,1.1139227533846045e+36,0.010625353798777758,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,55443.0,0.7577594563862593,0.5765797297297297,0.02372540582769087,2.0400172256262026e+37,8.394370123998142e+35,0.007637081557450594,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,55578.0,0.3790977669842077,0.7357964864864864,0.034656846753928654,2.6033476891240654e+37,1.226206207371229e+36,0.009745985658595633,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,55581.0,0.2611974362201601,0.7861944594594594,0.025891475308010118,2.7816625477641737e+37,9.160754862120271e+35,0.010413531550479836,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,55677.0,4.082826839335707,0.5019563513513513,0.040475680005954806,1.7759895994769578e+37,1.4320844138899383e+36,0.0066486582789643525,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,55885.5,5.738240148338165,0.8347602702702701,0.08330142816596077,2.953494968367996e+37,2.947317424035718e+36,0.011056809555136254,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,55943.0,0.4063933507767512,0.7074648648648649,0.045413786165240264,2.503106572140775e+37,1.6068013022487305e+36,0.00937071942250964,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,56032.5,2.6841507644049596,0.578325945945946,0.04081086104319338,2.0461955752577775e+37,1.443943573246624e+36,0.007660211048434328,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,56087.0,0.13999999999999999,0.5433328378378378,0.0026970243243243197,1.9223852162772374e+37,9.542437577771803e+34,0.007196710153778218,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,56661.0,1.2674780208963254,0.6135304054054054,0.035799055562133426,2.1707537239631107e+37,1.266619103001326e+36,0.008126511395489333,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,56722.0,4.0683519320688255,0.8517774324324323,0.09223932870343256,3.013703994374439e+37,3.263552458276741e+36,0.011282210221527549,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,56729.0,9.41135484401688,0.7818562162162161,0.04748485873368662,2.766313255222583e+37,1.6800786565728746e+36,0.010356069389123177,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,56732.0,4.617244604636766,0.6237739189189189,0.09521628386900574,2.2069966630416274e+37,3.368881166598363e+36,0.0082621917604134,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,56747.0,0.5150620243124986,0.7112643243243243,0.014436739978176896,2.5165495746358487e+37,5.107914260387284e+35,0.00942104512816655,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,56769.0,1.6799999999999997,0.6849535135135135,0.012511989189189186,2.423458360174657e+37,4.426911345766421e+35,0.009072545523265413,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,56838.0,1.4595623392723667,0.5681289189189189,0.013213623584772575,2.010117111668601e+37,4.675159103930392e+35,0.007525146419843519,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,57027.0,1.4313408201399644,0.7148914864864865,0.013777269583589557,2.529382965942232e+37,4.874584697209733e+35,0.00946908867154175,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,rise_h2s,57036.0,2.67502763380223,1.1203297297297294,0.09466104499136678,3.9638784181697036e+37,3.349236062611586e+36,0.014839317228847348,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,maxi,decay_s2h,57105.0,0.5605057240266745,0.6764159459459459,0.0074778214740717375,2.3932512890538084e+37,2.6457545818363327e+35,0.008959461249827076,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,50185.0,0.6266955279128675,0.6367658958096666,0.009789465921607817,1.8774700316987227e+37,2.8863714302388336e+35,0.007028564059968264,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,50188.0,0.35426254653820366,0.6712019596102006,0.028962397490922092,1.9790029156371126e+37,8.539407291311005e+35,0.007408666201097307,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,50218.0,0.1806162291219209,0.6040942748063931,0.00807939878931991,1.7811395125482445e+37,2.3821673241157897e+35,0.006667937678003311,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,50328.0,0.48000000000000004,0.46134632069405546,0.02349521071209102,1.360254839396203e+37,6.927436643620581e+35,0.005092298739877969,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51383.0,6.058855690524008,0.5123546248902116,0.02247029855802776,1.5106500837493654e+37,6.6252468016330745e+35,0.005655323763661895,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51387.0,5.983938408313364,0.41780496691598573,0.022607860677142613,1.2318754971671829e+37,6.665806253361676e+35,0.004611693235875946,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51445.0,0.3896437118987322,0.38777816224878586,0.030492524897268343,1.1433430768831828e+37,8.99055713601856e+35,0.0042802600961484825,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51468.0,9.775672184902001,0.41479328823829553,0.023074520543792876,1.2229957243971923e+37,6.803398407777918e+35,0.004578450600468674,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51477.0,1.5995751050507672,0.35480554886580334,0.0179841658581613,1.0461250978728217e+37,5.30253467812756e+35,0.003916311387664052,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51487.0,0.4229525846816507,0.3837468613547684,0.008902301317197017,1.1314570027905142e+37,2.624795713177661e+35,0.004235762963426603,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51513.0,0.08137703743822466,0.5084335265066549,0.007023058983385889,1.4990889358378408e+37,2.0707112078283722e+35,0.005612043036230311,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51532.0,1.7638603918204103,0.4992570771941839,0.022103346486783575,1.4720326680713963e+37,6.517052954983246e+35,0.005510754223088486,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51588.0,0.12801909579781015,0.5236589689385387,0.015335231669037757,1.5439803348171609e+37,4.521510664632314e+35,0.005780100085419141,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51595.0,0.7079234107977753,0.46934447095289056,0.030435800240433294,1.3838369557105393e+37,8.973832175720429e+35,0.005180581595202678,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51617.0,0.4702127178203499,0.5118550227295391,0.042120942935299936,1.509177033621199e+37,1.2419133717480908e+36,0.005649809200438751,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51622.0,2.7420106167231055,0.46684354046271437,0.02826610684782291,1.3764630965300052e+37,8.334109736216802e+35,0.005152976551849375,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51841.0,0.23748684174075835,0.37724045837845227,0.08535259515782159,1.1122732231902322e+37,2.5165754100691095e+36,0.004163945878969124,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51869.0,1.359747304711343,0.3532380942258528,0.03945728769100574,1.0415035420829779e+37,1.1633769279961739e+36,0.0038990099658691895,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51884.0,1.033090025118818,0.44333793155020607,0.05806385619961991,1.3071580715585422e+37,1.7119816035536422e+36,0.004893523777922066,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51907.0,1.7756402351967604,0.8254084714111004,0.11359114883509219,2.4336725304896073e+37,3.349173993260795e+36,0.009110783657118926,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,51923.5,2.0903681738288555,0.198401857682228,0.10554895800769987,5.849772176603483e+36,3.112054317615593e+36,0.0021899416653951348,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,51952.0,0.3556527644893103,0.5895798094381224,0.029128598958472803,1.738344391241681e+37,8.588410901052705e+35,0.006507728328997009,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,52102.0,0.5301163809253074,0.7691223893961621,0.17279046668338544,2.267716041801698e+37,5.094634073465841e+36,0.008489503001653556,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,52108.0,0.38693955887479664,0.4579428896062945,0.01777808084233231,1.3502200056931537e+37,5.241771618461949e+35,0.0050547319769884465,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,52158.0,3.6415190419038947,0.46090572928291207,0.04854706034685622,1.358955779292499e+37,1.4313839910097187e+36,0.005087435531942569,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,52564.0,0.0,0.4006893666174796,5.551115123125783e-17,1.1814110692723446e+37,1.6367164690763277e+21,0.0044227727960180615,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,52780.0,0.4330127018922193,0.4702776624545353,0.011515001062619356,1.3865884207147167e+37,3.395136195627673e+35,0.005190882078147337,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,52877.0,0.45061686115319255,0.5979627240014989,0.05571869531700889,1.7630609644353784e+37,1.642835794935613e+36,0.006600258177730528,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,52988.0,1.399464444157189,0.4733623178026249,0.024053585120308182,1.3956833612764967e+37,7.092070337854825e+35,0.005224930223407071,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,53067.0,0.8713399642695917,0.5246730562662714,0.02890096792027348,1.5469703168181956e+37,8.52129511245346e+35,0.005791293489136701,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,53075.0,1.7340887172740582,0.4512769363123632,0.16792416058525275,1.3305658005536872e+37,4.951153652726602e+36,0.004981153790632252,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,53086.0,2.0123921641226454,0.5235560881542429,0.016744138378623853,1.543676996352234e+37,4.9369192381935186e+35,0.005778964496676527,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,53214.0,0.45367634082264224,0.5073008855572405,0.03023572969967827,1.4957494048529156e+37,8.914842451715866e+35,0.0055995410484161266,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,53220.0,1.2369137219529727,0.3524128345930958,0.06440517619097909,1.0390703083952631e+37,1.8989520164406342e+36,0.0038899008250796014,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,53231.0,1.499996296291724,0.4165148879993774,0.022310262895663784,1.2280717687947975e+37,6.578061146423106e+35,0.004597453462094929,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,53237.0,0.23120457511813117,0.4893199548917812,0.022240567353998684,1.4427335968635016e+37,6.55751179042268e+35,0.005401069170648029,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,53243.0,0.0,0.46926659445108154,5.551115123125783e-17,1.3836073410290967e+37,1.6367164690763277e+21,0.005179722001456636,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,53307.0,4.182721150241707,0.4094963663772291,0.029225809817207137,1.20737803488234e+37,8.617073000456966e+35,0.004519983658589173,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,53310.0,0.0,0.5875909283149349,0.0,1.732480282108374e+37,0.0,0.006485775239998406,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,53350.0,0.7338472422911061,0.5350557810320082,0.01831864356547632,1.577583222947945e+37,5.4011536330508225e+35,0.005905897061051007,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,53485.0,0.665624184923862,0.4513328363404586,0.023317492584678263,1.3307306187831354e+37,6.875037408595155e+35,0.0049817708100596565,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,53523.0,4.765002244307681,0.5078594019556416,0.025569766627925143,1.4973961604456865e+37,7.539108309250438e+35,0.005605705901638539,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,53530.0,5.1013037716743,0.4460504074321664,0.034602930260679815,1.3151556609608623e+37,1.02024880730745e+36,0.004923463840075106,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,53812.0,1.496420547017914,0.4736299982883252,0.025578590148330964,1.3964726028066728e+37,7.541709876835168e+35,0.005227884856269365,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,53852.0,0.4537091695853361,0.49744836127801084,0.004493009901148355,1.4666997663710722e+37,1.3247398293537216e+35,0.005490789781263373,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,55378.0,0.9668448111713115,0.9568475623896426,0.22599043160614804,2.82121362829315e+37,6.663206455988117e+36,0.010561596392232519,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,decay_s2h,55688.0,6.47591794778864,0.6421172556803327,0.11564120211124704,1.8932482287600394e+37,3.409618712657592e+36,0.007087631883647946,21.2,2.2,62.624964013611304
Cyg X-1,50136.0,57188.0,asm,rise_h2s,55781.5,7.5493628710158855,0.5373911170888496,0.08999257266186331,1.5844688358388334e+37,2.6533826538131815e+36,0.005931674288105845,21.2,2.2,62.624964013611304
Cyg X-1,57218.0,58050.0,maxi,rise_h2s,57269.0,1.987390807622452,0.7764575675675676,0.05284461414815086,2.7472121046436176e+37,1.8697140670264407e+36,0.010284561637629596,21.2,2.2,62.624964013611304
Cyg X-1,57218.0,58050.0,maxi,decay_s2h,57345.5,0.0,0.5470682432432432,1.1102230246251565e-16,1.9356015868480448e+37,3.9281195257831857e+21,0.00724618743204569,21.2,2.2,62.624964013611304
Cyg X-1,57218.0,58050.0,maxi,rise_h2s,57971.0,0.49507575177946256,0.9944912162162162,0.10537921534076027,3.518644702903479e+37,3.728459455536064e+36,0.013172524344502393,21.2,2.2,62.624964013611304
Cyg X-1,58082.0,58270.0,maxi,decay_s2h,58112.0,1.2471463831326455,0.4292482432432432,0.08391454664897674,1.5187384591138372e+37,2.969010386902946e+36,0.005685603695394718,21.2,2.2,62.624964013611304
Cyg X-1,58082.0,58270.0,maxi,rise_h2s,58213.5,0.0,0.7985782432432431,1.1102230246251565e-16,2.8254780531222807e+37,3.9281195257831857e+21,0.010577560845770743,21.2,2.2,62.624964013611304
Cyg X-1,58302.0,58412.0,maxi,decay_s2h,58388.0,1.005186549850325,0.6351489189189189,0.03497217471323099,2.2472429546557557e+37,1.237362937924345e+36,0.008412859219286297,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,decay_s2h,58471.0,4.917411243055977,0.7954475675675676,0.015253425905663288,2.814401298292172e+37,5.3968688097918744e+35,0.010536093509629274,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,rise_h2s,58474.0,0.18290052675159574,0.9076054054054054,0.024931442680671396,3.211230928923534e+37,8.821082307580033e+35,0.012021679128944047,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,decay_s2h,58481.0,0.4330127018922193,0.7735983783783783,0.00043933234673066215,2.737095905796315e+37,1.5544173839157465e+34,0.01024669027327162,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,rise_h2s,58587.0,4.312409419338567,0.9307087837837837,0.20356778870535136,3.2929738127466346e+37,7.20250425272866e+36,0.012327694716781351,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,decay_s2h,58630.0,0.9292455123497892,0.7638020270270269,0.009922824033930024,2.702435087049858e+37,3.510829623782242e+35,0.01011693279069279,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,rise_h2s,58747.0,0.18854760789100866,0.7047191891891892,0.023256098942438807,2.4933919994883736e+37,8.228322987643218e+35,0.009334351600360788,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,decay_s2h,58752.0,1.1533370987004041,0.5858186486486486,0.02649511017302246,2.072705772879838e+37,9.374329058214705e+35,0.007759455573823892,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,rise_h2s,58788.5,3.1558987978422595,0.6981314864864865,0.009131305646339169,2.47008381451781e+37,3.230779691079592e+35,0.009247094244226603,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,decay_s2h,58904.0,0.08670850865348179,0.6115756756756756,0.002171696620788687,2.1638376252616154e+37,7.683756966828904e+34,0.008100620040661933,21.2,2.2,62.624964013611304
Cyg X-1,58442.0,59138.0,maxi,rise_h2s,58908.0,0.4992964517600025,0.6353016216216216,0.028201283283514383,2.2477832375131835e+37,9.977996227876617e+35,0.008414881841543813,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,decay_s2h,59372.5,11.037747732214212,0.9549032432432433,0.0819136781927599,3.378577089305018e+37,2.8982169492146696e+36,0.012648162209138282,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,rise_h2s,59390.0,4.52376932312965,0.9096017567567567,0.046588706748787456,3.21829429056316e+37,1.6483715848235722e+36,0.012048121782581462,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,decay_s2h,59395.0,0.0,0.7879255405405404,1.1102230246251565e-16,2.7877873472364275e+37,3.9281195257831857e+21,0.010436460569169016,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,rise_h2s,59399.0,0.40730823708832603,0.9974032432432431,0.05830028468225215,3.5289478491819806e+37,2.0627430844031864e+36,0.013211095571960095,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,decay_s2h,59415.0,1.2699037583831128,0.8702044594594593,0.03766757532157086,3.078901313346848e+37,1.3327298644299675e+36,0.011526285240142438,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,rise_h2s,59902.0,0.12905640455070627,0.9849801351351353,0.025898272038730182,3.4849932090349263e+37,9.163159637562756e+35,0.013046545406689602,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,decay_s2h,59915.0,0.08137703743822466,0.7139602702702703,0.0015410171635531409,2.526088196764769e+37,5.452327573339495e+34,0.009456754255633307,21.2,2.2,62.624964013611304
