name,ob_start,ob_end,inst,type,mjd_trans,mjd_err,flux_crab,flux_err,Lx_bol,Lx_err,ledd_ratio,M,M_err,Rs_km
Cyg X-1,59168.0,60664.0,maxi,rise_h2s,59920.0,0.21936777845030528,0.6400978378378378,0.002361393972808421,2.2647529005006335e+37,8.354931907296083e+34,0.008478410079741814,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,decay_s2h,60002.0,0.09994442900376632,0.8322708108108108,0.004387800446963396,2.944686923412659e+37,1.5524632644667417e+35,0.011023835442545146,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,rise_h2s,60037.5,1.5987590673880652,0.8847308108108107,0.12187371234773876,3.13029751313373e+37,4.3120571140602196e+36,0.011718693894630617,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,rise_h2s,60075.0,3.12425138962314,0.7256886486486487,0.039271265054988465,2.567584788973741e+37,1.3894705806231185e+36,0.009612102384597714,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,decay_s2h,60129.0,0.938083151964686,0.6807581081081081,0.00891246937690849,2.4086144472616512e+37,3.153352453143284e+35,0.009016975319188571,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,rise_h2s,60293.0,0.5526803375872491,0.8902568918918918,0.03486693653984272,3.1498495369291147e+37,1.2336394687242373e+36,0.01179188955124706,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,decay_s2h,60346.0,0.47958315233127197,0.8930735135135135,0.05200806220626968,3.15981512595333e+37,1.8401157255729767e+36,0.011829197087276616,21.2,2.2,62.624964013611304
Cyg X-1,59168.0,60664.0,maxi,rise_h2s,60664.0,0.39999999999999997,0.931201081081081,0.04814113513513516,3.29471562730381e+37,1.7032986050846716e+36,0.012334215436147837,21.2,2.2,62.624964013611304
Cyg X-1,60696.0,61238.0,maxi,rise_h2s,60702.0,0.41671283216087146,0.8380268918918918,0.02471715270198741,2.965052718379143e+37,8.745263608924198e+35,0.011100077562066274,21.2,2.2,62.624964013611304
Cyg X-1,60696.0,61238.0,maxi,decay_s2h,60706.0,1.0037920560771758,0.7424854054054053,0.012217541616587285,2.6270139907850822e+37,4.322731804034478e+35,0.009834583673199618,21.2,2.2,62.624964013611304
MAXI J1348-630,58510.0,58696.0,maxi,rise_h2s,58522.0,0.0,2.512096081081081,0.0,8.808243434953382e+37,0.0,0.06355153993472859,11.0,2.0,32.49408510140209
MAXI J1348-630,58510.0,58696.0,maxi,decay_s2h,58601.0,0.09949874371066199,0.21117770270270264,0.002094354434676195,7.404591836467981e+36,7.3435024395098685e+34,0.005342418352430001,11.0,2.0,32.49408510140209
H1743-322,52698.0,52956.0,asm,rise_h2s,52755.0,0.5285744787667697,0.9622006203822975,0.12533021216392234,4.15901755386555e+38,5.4172751646361e+37,0.41260094780412204,8.0,2.0,23.632061891928796
H1743-322,52698.0,52956.0,asm,decay_s2h,52763.0,2.5673139113029375,0.9894688032804848,0.13466601453597798,4.276881592750204e+38,5.820806040862017e+37,0.4242938088045837,8.0,2.0,23.632061891928796
H1743-322,52698.0,52956.0,asm,rise_h2s,52801.0,1.8176539039940676,0.6592696565667933,0.029881636002046054,2.8496282545554802e+38,1.2916043290572049e+37,0.28270121572971035,8.0,2.0,23.632061891928796
H1743-322,53160.0,53308.0,asm,decay_s2h,53296.0,3.0687705254259248,0.0223533979249032,0.00586971202808569,9.662036418275896e+36,2.5371252983857757e+36,0.009585353589559422,8.0,2.0,23.632061891928796
H1743-322,53590.0,53626.0,asm,rise_h2s,53595.0,0.7611364134862426,0.118603406116618,0.0318802747832611,5.126515588726951e+37,1.3779935248114874e+37,0.05085828957070388,8.0,2.0,23.632061891928796
H1743-322,54728.0,54788.0,asm,rise_h2s,54772.0,6.318679566258683,0.04255889891945577,0.025864582367813718,1.839566551192619e+37,1.1179711362937895e+37,0.018249668166593444,8.0,2.0,23.632061891928796
H1743-322,54976.0,55032.0,asm,rise_h2s,54987.0,1.2225967814345602,0.21846194397224644,0.04572920194622408,9.442802681536096e+37,1.9765997816863155e+37,0.09367859803111206,8.0,2.0,23.632061891928796
H1743-322,54976.0,55032.0,asm,decay_s2h,55013.0,5.271928897521565,0.04234613587819645,0.0174167537247222,1.8303700779762567e+37,7.52822051223503e+36,0.018158433313256516,8.0,2.0,23.632061891928796
H1743-322,54976.0,55032.0,asm,rise_h2s,55027.5,5.970968369878112,0.0165979056825738,0.011865915372842869,7.174281498987403e+36,5.12892522442241e+36,0.007117342756931948,8.0,2.0,23.632061891928796
H1743-322,55360.0,55456.0,maxi,rise_h2s,55433.0,2.701870914224563,0.11040986486486484,0.015776688039155166,5.726829391281624e+37,8.183181898673512e+36,0.056813783643666904,8.0,2.0,23.632061891928796
H1743-322,55360.0,55456.0,maxi,decay_s2h,55449.0,4.316172305908312,0.0562382432432432,0.01502512600475187,2.91701130794464e+37,7.793355540923674e+36,0.02893860424548254,8.0,2.0,23.632061891928796
H1743-322,55360.0,55456.0,asm,rise_h2s,55424.5,3.7051429935907674,0.163833546760036,0.03938816099130815,7.081543936401918e+37,1.7025145225145066e+37,0.07025341206747934,8.0,2.0,23.632061891928796
H1743-322,56506.0,56546.0,maxi,rise_h2s,56523.0,1.932008166534385,0.1435964864864864,0.015990143794866213,7.448180289887103e+37,8.293898880080963e+36,0.07389067747903871,8.0,2.0,23.632061891928796
H1743-322,56506.0,56546.0,maxi,decay_s2h,56530.0,1.592226210184823,0.07209959459459456,0.009945258106140234,3.7397208839009226e+37,5.158488011540908e+36,0.03710040559425518,8.0,2.0,23.632061891928796
MAXI J1535-571,58000.0,58200.0,maxi,rise_h2s,58057.0,0.6774133810967192,0.6940578378378378,0.007159222945569957,8.375907872317173e+37,8.639768699432738e+35,0.0830943241301307,8.0,2.0,23.632061891928796
Swift J1727.8-1613,59160.0,59248.0,maxi,rise_h2s,59159.0,0.8098742699841968,0.02909662162162155,0.00788061329966376,2.859660851696545e+36,7.745188301744727e+35,0.0022695721045210672,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59160.0,59248.0,maxi,decay_s2h,59165.0,8.081475460444954,0.047197162162162104,0.00448215074592859,4.6386098943533184e+36,4.4051268859371244e+35,0.003681436424089935,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59160.0,59248.0,maxi,rise_h2s,59228.0,4.2044830617121685,0.031683189189189144,0.014871359696292878,3.1138727017672946e+36,1.4615801685851022e+36,0.0024713275410851543,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59160.0,59248.0,maxi,decay_s2h,59242.5,2.525843946889015,0.042699864864864795,0.015839119944228697,4.196608579328998e+36,1.5566931384287805e+36,0.003330641729626189,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59386.0,59644.0,maxi,rise_h2s,59441.5,14.076540866636345,0.02157993640699519,0.008938674597603401,2.1209094350434066e+36,8.785067264931587e+35,0.001683261456383656,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59386.0,59644.0,maxi,decay_s2h,59474.0,12.772705107216455,0.0232930445151033,0.019054099428078015,2.289276342211775e+36,1.8726662808962767e+36,0.001816885985882361,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59386.0,59644.0,maxi,rise_h2s,59596.5,4.00676561518859,0.02838986486486485,0.011170621744416695,2.7901997075385815e+36,1.0978659346444887e+36,0.0022144442123322077,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59386.0,59644.0,maxi,decay_s2h,59608.0,8.98125221676782,0.03661694594594589,0.0042438381511076305,3.598769925663774e+36,4.170909592005892e+35,0.0028561666076696622,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59930.0,60114.0,maxi,rise_h2s,59956.0,5.3447489016453105,0.029412297297297246,0.004455845042628893,2.8906859440011376e+36,4.379273234994161e+35,0.0022941951936516964,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59930.0,60114.0,maxi,decay_s2h,59968.0,10.043416497879857,0.04410675675675675,0.018766481345962226,4.334880084458758e+36,1.8443987321628742e+36,0.0034403810194117124,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59930.0,60114.0,maxi,rise_h2s,60034.5,4.82107420637614,0.030794234234234198,0.0027375637671576115,3.026504837667316e+36,2.6905198946348514e+35,0.002401987966402632,10.0,2.0,29.54007736491099
Swift J1727.8-1613,59930.0,60114.0,maxi,decay_s2h,60044.0,5.644351984103819,0.03362824324324315,0.002349529461557869,3.3050356142574054e+36,2.3091537940377076e+35,0.0026230441382995282,10.0,2.0,29.54007736491099
Swift J1727.8-1613,60180.0,60424.0,maxi,rise_h2s,60215.0,1.3468440477237476,4.167483918918919,0.455888392048402,4.095867474920672e+38,4.480541433425175e+37,0.3250688472159264,10.0,2.0,29.54007736491099
Swift J1727.8-1613,60180.0,60424.0,maxi,decay_s2h,60387.0,3.663977930031919,0.0594408108108108,0.010344560695986254,5.841934568185906e+36,1.0166793806855042e+36,0.004636456006496751,10.0,2.0,29.54007736491099
Swift J1727.8-1613,60180.0,60424.0,maxi,rise_h2s,60398.0,6.714222516419903,0.07839837837837829,0.01650205718368435,7.705113548940154e+36,1.6218476328390306e+36,0.006115169483285836,10.0,2.0,29.54007736491099
Swift J1727.8-1613,60180.0,60424.0,maxi,decay_s2h,60402.0,7.4162767333776385,0.06868851351351345,0.013612714246817231,6.750813053494169e+36,1.3378785524718114e+36,0.005357788137693785,10.0,2.0,29.54007736491099
Swift J1727.8-1613,60880.0,61064.0,maxi,rise_h2s,61051.0,3.8381432859978624,0.03105243243243235,0.008335086000477276,3.0518809548319696e+36,8.19185108190593e+35,0.0024221277419301346,10.0,2.0,29.54007736491099
Swift J1727.8-1613,60880.0,61064.0,maxi,decay_s2h,61059.5,3.4407063196917407,0.03719070270270262,0.0037657955428561855,3.6551596246821083e+36,3.701081943271674e+35,0.0029009203370492925,10.0,2.0,29.54007736491099
MAXI J1659-152,55464.0,55510.0,maxi,rise_h2s,55475.0,4.290118516617778,0.22540081081081076,0.013969801119300898,5.82540990822073e+37,3.610449206615956e+36,0.09246682394001159,5.0,1.5,14.770038682455494
MAXI J1659-152,55464.0,55510.0,maxi,decay_s2h,55479.0,11.368851696142794,0.23573729729729725,0.07949094206004069,6.092553005789747e+37,2.0544172837028286e+37,0.09670719056809123,5.0,1.5,14.770038682455494
MAXI J1659-152,55464.0,55510.0,maxi,rise_h2s,55484.0,2.7868597185132216,0.20134310810810804,0.01906663520172331,5.20364648514687e+37,4.9277092314355546e+36,0.08259756325629954,5.0,1.5,14.770038682455494
MAXI J1659-152,55464.0,55510.0,maxi,decay_s2h,55502.0,0.7840847459866114,0.07471675675675671,0.00821595464216667,1.9310300329232568e+37,2.1233864867567847e+36,0.030651270363861217,5.0,1.5,14.770038682455494
XTE J1752-223,55058.0,55332.0,maxi,rise_h2s,55217.0,0.0,0.3534304054054054,0.0,9.134292721081769e+37,0.0,0.07630988071079173,9.5,1.5,28.063073496665442
XTE J1752-223,55058.0,55332.0,maxi,decay_s2h,55286.0,0.8756648267966967,0.0693336486486486,0.005471009982485089,1.791905372292301e+37,1.4139645569728604e+36,0.014969969693335848,9.5,1.5,28.063073496665442
