name,Lr,Lx,ledd,M,M_err,Rs_km,spin,spin_meas,tier,phi_low,phi_mid,phi_high
MAXI J1348-630,2.482681719889751e+29,5.1062247858098993e+36,0.007368289734213419,11.0,2.0,32.49408510140209,0.8,True,silver,2.1841196075507834,4.8838399134737145,9.767679826947429
MAXI J1348-630,1.1948806118847296e+29,1.8347790755791505e+36,0.002647588853649568,11.0,2.0,32.49408510140209,0.8,True,silver,2.1792776337181254,4.873012930838616,9.746025861677232
MAXI J1348-630,7.377616180944941e+28,1.5116733264205577e+36,0.0021813467913716564,11.0,2.0,32.49408510140209,0.8,True,silver,1.9294572103735723,4.31439748207242,8.62879496414484
MAXI J1348-630,2.1829887594054224e+28,5.2562381693478174e+35,0.0007584759263128165,11.0,2.0,32.49408510140209,0.8,True,silver,1.63483076160448,3.6555927146553704,7.311185429310741
MAXI J1348-630,1.125208272999323e+28,2.405983882127376e+35,0.00034718382137480176,11.0,2.0,32.49408510140209,0.8,True,silver,1.5730240124014352,3.517388621969081,7.034777243938162
MAXI J1348-630,1.9934111044098807e+28,1.1251003765343844e+35,0.00016235214668605837,11.0,2.0,32.49408510140209,0.8,True,silver,2.3276548370880277,5.204794443885029,10.409588887770058
MAXI J1348-630,9.336093410644536e+27,3.0175769073204264e+34,4.3543678316312075e-05,11.0,2.0,32.49408510140209,0.8,True,silver,2.474752686378667,5.533715234242917,11.067430468485833
MAXI J1348-630,4.633210535879565e+27,2.7117803947239007e+33,3.913103022689612e-06,11.0,2.0,32.49408510140209,0.8,True,silver,3.5297074214008584,7.892665734937816,15.785331469875633
MAXI J1348-630,4.4138553233272005e+27,8.885408101861294e+33,1.2821656712642562e-05,11.0,2.0,32.49408510140209,0.8,True,silver,2.5789840729612235,5.766783700030574,11.533567400061148
MAXI J1348-630,2.7659918537506566e+28,5.025448348520252e+35,0.0007251729218643943,11.0,2.0,32.49408510140209,0.8,True,silver,1.7973389942533045,4.018972169761493,8.037944339522985
MAXI J1348-630,1.5118897538133313e+29,3.9580454271927574e+36,0.005711465262904412,11.0,2.0,32.49408510140209,0.8,True,silver,1.953922578260029,4.369103707761077,8.738207415522155
MAXI J1348-630,1.1832915183338204e+29,4.263841939789284e+36,0.006152730071846009,11.0,2.0,32.49408510140209,0.8,True,silver,1.758993828697295,3.933229772969772,7.866459545939544
MAXI J1348-630,2.1807442071132385e+29,5.729357302044328e+36,0.008267470854320821,11.0,2.0,32.49408510140209,0.8,True,silver,2.02720923199045,4.5329776473457875,9.065955294691575
MAXI J1348-630,1.6024637943643604e+29,4.4427040509306474e+36,0.006410828356321281,11.0,2.0,32.49408510140209,0.8,True,silver,1.937688013294593,4.332802116913227,8.665604233826453
MAXI J1348-630,1.200143868078538e+29,4.177295756978946e+36,0.0060278438051644245,11.0,2.0,32.49408510140209,0.8,True,silver,1.7768812018751203,3.9732271553342957,7.946454310668591
MAXI J1348-630,1.3446761404883549e+29,3.4791565489755587e+36,0.005020427920599652,11.0,2.0,32.49408510140209,0.8,True,silver,1.9361700172536391,4.329407774576078,8.658815549152155
MAXI J1348-630,7.977482802379102e+28,2.5963854843101183e+36,0.0037465880004475018,11.0,2.0,32.49408510140209,0.8,True,silver,1.7325653922615805,3.874133992560482,7.748267985120964
MAXI J1348-630,5.782804127488779e+28,1.9444042404722444e+36,0.002805778124779574,11.0,2.0,32.49408510140209,0.8,True,silver,1.6625309443226075,3.717532206202269,7.435064412404538
MAXI J1348-630,3.866814808140088e+28,1.3847389249653965e+36,0.001998180266905334,11.0,2.0,32.49408510140209,0.8,True,silver,1.570129741749247,3.510916836045506,7.021833672091012
MAXI J1348-630,3.4395488201154003e+28,1.1135608854930063e+36,0.0016068699646363729,11.0,2.0,32.49408510140209,0.8,True,silver,1.5909308218701508,3.557429465201266,7.114858930402532
MAXI J1348-630,2.4350482440449738e+28,6.750602259206308e+35,0.0009741128801163504,11.0,2.0,32.49408510140209,0.8,True,silver,1.596081747660163,3.5689472854147906,7.137894570829581
MAXI J1348-630,1.5327914554789537e+28,5.637041373713301e+34,8.13425883652713e-05,11.0,2.0,32.49408510140209,0.8,True,silver,2.5216112442204888,5.638494154904836,11.276988309809672
MAXI J1348-630,4.842227552535784e+27,4.1138285562513645e+33,5.936260542931262e-06,11.0,2.0,32.49408510140209,0.8,True,silver,3.230384799732425,7.223360005683747,14.446720011367495
MAXI J1348-630,1.6512344315841452e+28,3.888808480944488e+34,5.611556249559147e-05,11.0,2.0,32.49408510140209,0.8,True,silver,2.8405069582975457,6.3515666493144725,12.703133298628945
MAXI J1348-630,1.5723710384774647e+28,1.182797831741276e+34,1.7067789779816393e-05,11.0,2.0,32.49408510140209,0.8,True,silver,3.7594218433553257,8.406322797840074,16.81264559568015
MAXI J1348-630,5.713131788603372e+27,3.4041498572066e+33,4.912193156142281e-06,11.0,2.0,32.49408510140209,0.8,True,silver,3.5905837930141393,8.02878944008865,16.0575788801773
MAXI J1348-630,3.971590886092912e+27,9.346987743516426e+32,1.3487716801611007e-06,11.0,2.0,32.49408510140209,0.8,True,silver,4.362811680632089,9.755543490923454,19.51108698184691
MAXI J1348-630,1.608954471590648e+27,1.142409613096452e+32,1.6484987201969006e-07,11.0,2.0,32.49408510140209,0.8,True,silver,5.36386059295275,11.993956907674681,23.987913815349362
MAXI J1348-630,7.489776430181251e+27,1.2116465593447215e+34,1.7484077335421667e-05,11.0,2.0,32.49408510140209,0.8,True,silver,2.87625393705281,6.431499323801485,12.86299864760297
MAXI J1348-630,6.061493483030407e+27,4.6561846351961455e+33,6.7188811474691864e-06,11.0,2.0,32.49408510140209,0.8,True,silver,3.3902535522788684,7.5808374038556865,15.161674807711373
MAXI J1348-630,2.91745672442455e+27,1.8463185666205286e+32,2.664240355873779e-07,11.0,2.0,32.49408510140209,0.8,True,silver,5.869183623548811,13.12389355468368,26.24778710936736
MAXI J1348-630,1.3620942252097063e+28,6.462114983171849e+34,9.324841245558225e-05,11.0,2.0,32.49408510140209,0.8,True,silver,2.337490661221093,5.226788015261295,10.45357603052259
MAXI J1348-630,5.225425416405524e+27,5.700508574440883e+33,8.225842098760294e-06,11.0,2.0,32.49408510140209,0.8,True,silver,3.0585208727732573,6.83906058212299,13.67812116424598
MAXI J1348-630,4.32730914052e+26,7.40258350304e+30,1.0681938676825397e-08,11.0,2.0,32.49408510140209,0.8,True,silver,6.687990460625402,14.954801302828528,29.909602605657057
MAXI J1659-152,1.883789e+30,1.837843e+37,0.05834422222222222,5.0,1.5,14.770038682455494,0.5,False,silver,4.741060989924268,10.60133465894311,21.20266931788622
MAXI J1659-152,3.8288400000000006e+30,3.6756869999999997e+37,0.11668847619047618,5.0,1.5,14.770038682455494,0.5,False,silver,4.306046418124368,9.62861250519557,19.25722501039114
MAXI J1659-152,3.101361e+28,6.355875e+34,0.0002017738095238095,5.0,1.5,14.770038682455494,0.5,False,silver,7.131727893067728,15.947028365930793,31.894056731861586
MAXI J1659-152,3.752263e+28,1.0720749999999998e+35,0.0003403412698412698,5.0,1.5,14.770038682455494,0.5,False,silver,6.693218416532558,14.966491367620302,29.932982735240603
MAXI J1659-152,3.905417e+28,4.441455e+34,0.00014099857142857143,5.0,1.5,14.770038682455494,0.5,False,silver,8.461396039705456,18.92025672932891,37.84051345865782
V404 Cyg,6.185314e+27,2.622533e+32,4.625278659611993e-07,9.0,0.6,26.586069628419896,0.92,True,gold,5.574970061351613,12.466012029708379,24.932024059416758
V404 Cyg,3.714076e+28,1.049391e+34,1.8507777777777778e-05,9.0,0.6,26.586069628419896,0.92,True,gold,4.173008620653644,9.331130946474183,18.662261892948365
V404 Cyg,1.5438089999999998e+29,8.960039999999999e+34,0.00015802539682539682,9.0,0.6,26.586069628419896,0.92,True,gold,4.036323198553136,9.025493051124194,18.050986102248388
