mjd,inst,flux_crab,flux_err,hr,hr_err
55059.5,maxi,0.0047740540540540536,0.002169459459459459,0.5697823303457107,1.6792720706511204
55065.5,maxi,0.005753243243243243,0.0025935135135135134,0.8866815325359823,1.1773577456382287
55070.5,maxi,0.006013513513513513,0.002388108108108108,3.375308641975309,7.92767336840242
55079.5,maxi,0.005296216216216215,0.0023499999999999997,0.31301016158587375,0.6612860902073876
55081.5,maxi,0.005317027027027027,0.0025108108108108105,0.42937944408532647,0.36051715054315436
55084.5,maxi,0.006459189189189189,0.002502972972972973,1.6186666666666667,1.5631283065051096
55085.5,maxi,0.01999243243243243,0.0026435135135135135,0.7215861491203573,0.273409093433859
55098.5,maxi,0.008349189189189189,0.0029213513513513508,1.7676965832924636,1.6524522598750866
55104.5,maxi,0.004877567567567568,0.0020032432432432433,1.0404667328699106,1.198470139579443
55108.5,maxi,0.007281891891891892,0.0022329729729729728,3.45926477893691,3.7157714380140994
55110.5,maxi,0.007448378378378378,0.002249189189189189,-2.346878097125867,-3.1518132395614584
55114.5,maxi,0.00505054054054054,0.0022667567567567566,1.52638825149151,1.6117145451456003
55116.5,maxi,0.00806054054054054,0.002286216216216216,1.081652783866725,0.6383798681711366
55122.5,maxi,0.004869459459459459,0.0019608108108108107,0.9362920544022907,1.1329391135903508
55143.5,maxi,0.00837081081081081,0.0021527027027027027,0.44806790261335716,0.4295512094853489
55145.5,maxi,0.004575405405405405,0.002254324324324324,0.4985334057577404,0.45538012103641684
55152.5,maxi,0.01133945945945946,0.003932972972972973,0.668924852590641,0.9605941018753196
55159.5,maxi,0.010550810810810812,0.0022375675675675674,0.5053016127595117,0.37339376412066355
55160.5,maxi,0.007524054054054053,0.0035337837837837835,2.672314525415364,3.45510944885254
55161.5,maxi,0.01593324324324324,0.006502972972972972,1.0708948000154876,0.6685949144966881
55166.5,maxi,0.010033243243243244,0.004657567567567567,-0.1937026913372582,-0.3545111561514368
55169.5,maxi,0.009406486486486487,0.002204324324324324,0.31372149837133556,0.37689046456116454
55170.5,maxi,0.016186486486486486,0.0019464864864864864,0.49295496444561493,0.22942965068273288
55171.5,maxi,0.01455135135135135,0.0018537837837837837,1.5022421524663676,0.6685298363974429
55173.5,maxi,0.011864324324324323,0.002899189189189189,2.539157343489645,3.1237538813306753
55180.5,maxi,0.005718378378378378,0.002242162162162162,0.6615326821938393,0.5869699606209043
55182.5,maxi,0.004866216216216216,0.0017954054054054051,4.781609195402298,11.408224208523006
55185.5,maxi,0.009643243243243244,0.0033499999999999997,0.3596142069810166,0.2995150909233449
55188.5,maxi,0.004725945945945946,0.0021224324324324324,0.8513215859030837,0.8847263632675534
55192.5,maxi,0.006397837837837837,0.002025945945945946,5.168465227817746,10.820762420277065
55212.5,maxi,0.004824054054054054,0.002281891891891892,23.985645933014354,212.4622948209947
55215.5,maxi,0.006278378378378378,0.00251,0.7304167898315105,0.7596254785196845
55223.5,maxi,0.02688162162162162,0.004723243243243243,2.2668438330467406,1.4773980513973726
55225.5,maxi,0.014575135135135133,0.005148918918918918,1.0374445851804939,1.0123223657511717
55231.5,maxi,0.014018918918918918,0.004788378378378378,2.010295379335703,2.175462792544604
55238.5,maxi,0.007996486486486485,0.0021513513513513514,0.44028569466382805,0.2721053029364745
55247.5,maxi,0.00441,0.0019159459459459458,-0.25091029460443565,-0.537963156726364
55250.5,maxi,0.006505405405405405,0.0020197297297297294,4.049309664694281,7.376858665711732
55253.5,maxi,0.005781351351351351,0.0021145945945945945,1.1906067877956805,1.0131841023611754
55255.5,maxi,0.007233783783783783,0.0032456756756756755,5.317934782608695,21.32868817177703
55285.5,maxi,0.005457297297297298,0.0024686486486486486,-5.234359483614696,-20.96287033784544
55286.5,maxi,0.006102162162162162,0.0024840540540540536,-4.775941230486685,-8.928673870781372
55287.5,maxi,0.011984324324324324,0.0032324324324324322,40.70623145400593,617.206938854374
55294.5,maxi,0.022113243243243243,0.008197567567567567,1.9243103834940567,2.6001065714347367
55296.5,maxi,0.010953783783783784,0.004335675675675676,7.817427385892116,34.86645514713924
55303.5,maxi,0.01164945945945946,0.00388,6.804472178887155,19.80783878016324
55307.5,maxi,0.021943783783783782,0.006782432432432432,-4.24733153638814,-4.536586010137664
55321.5,maxi,0.008617297297297297,0.0025816216216216215,4.165100250626566,5.983143401883597
55325.5,maxi,0.013062972972972972,0.002597027027027027,0.2201888118297638,0.12954216517110262
55327.5,maxi,0.006345675675675675,0.002723243243243243,0.6823406478578893,0.545470883867055
55329.5,maxi,0.006138918918918919,0.0018986486486486486,0.8701170914100167,0.42494315064319316
55348.5,maxi,0.0044340540540540535,0.0018475675675675674,-1.8474214220323468,-2.0102273817186624
55372.5,maxi,0.013068108108108108,0.0047918918918918915,-2.2763578274760388,-9.527388418336962
55397.5,maxi,0.007873513513513513,0.0032902702702702702,1.353520944105823,1.2885826594999197
55398.5,maxi,0.00535945945945946,0.0022694594594594593,0.39064877576428275,0.5339705557139174
55421.5,maxi,0.006548378378378379,0.0025037837837837834,-0.195929957406531,-0.9376535445293308
55425.5,maxi,0.007281621621621622,0.0029467567567567567,2.8615560640732265,5.3562556081835275
55426.5,maxi,0.007011081081081081,0.0025808108108108106,1.409446537235584,1.080494131474154
55433.5,maxi,0.009495945945945945,0.004316486486486486,6.067484662576687,23.47876388832706
55440.5,maxi,0.01142162162162162,0.005192702702702703,2.9922318494173883,7.570662293264092
55442.5,maxi,0.011357567567567567,0.005274054054054054,-5.073422957600827,-10.078992098518597
55443.5,maxi,0.014269459459459458,0.004671891891891891,2.1160830741446772,1.8586898431042815
55447.5,maxi,0.014315675675675675,0.003449189189189189,3.5302,4.081989833559956
55462.5,maxi,0.005522972972972972,0.0024594594594594594,1.489997259523157,2.059940030474747
55466.5,maxi,0.008104864864864865,0.002625945945945946,0.9374936270011217,0.6173734557775801
55470.5,maxi,0.0054210810810810806,0.002083243243243243,1.9725711356062547,1.964963326062803
55473.5,maxi,0.006176486486486486,0.0020664864864864863,0.956445993031359,0.9265545350345251
55477.5,maxi,0.005724864864864864,0.0021148648648648648,0.5056702529805176,0.5716599774769003
55486.5,maxi,0.005073513513513514,0.00216054054054054,0.9643554687499999,0.8271529493867622
55495.5,maxi,0.009524864864864865,0.003215135135135135,2.6734154929577465,12.321112216498054
55501.5,maxi,0.010958378378378377,0.003701081081081081,2.0635191799968937,2.065452540737426
